2018/05/25-16:22:34.460000	opened log file: "/advdata/log/arm/failedtransactionslog/failedtransactions_blrocsipd101_0_87.log"
TIMESTAMP	SAK	SAK_TYPE	SESSION_ID	EVENT_TYPE	CLIENT_CONNECTION_ID	GNID	REQUEST_PROTOCOL	RESPONSE_PROTOCOL	ORIGINAL_STATUS_CODE	ORIGINAL_SUB_STATUS_CODE	FINAL_STATUS_CODE	GENERIC_STATUS_CODE	GENERIC_SUB_STATUS_CODE	ROUNDTRIP	IPAR_REQUEST_TIME	IPAR_RESPONSE_TIME	SEP_TIME
2018/05/25-16:23:47.801000	KDD440507200001060_1	-1	!@#172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0#@!5047153762505898450	EVENT	172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0	FarmConnection-GNId:1:6-172.168.122.49:33856-->>172.168.122.46:9882	TMAF	TMAF	16000	0	16000	2	0	13	2	0	11
2018/05/25-16:23:47.827000	440507200001060	1	!@#172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0#@!5838407016412966058	EVENT	172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	0	10
2018/05/25-16:23:48.062000	440517100081088	1	!@#172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0#@!7543528219421931694	EVENT	172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	0	10
2018/05/25-16:23:48.765000	KDD440507200001061	-1	!@#172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0#@!1686675072583022447	EVENT	172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0	FarmConnection-GNId:1:6-172.168.122.49:33856-->>172.168.122.46:9882	TMAF	TMAF	16000	0	16000	2	0	8	1	1	7
2018/05/25-16:23:48.785000	KDD440507200001061_1	5	!@#172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0#@!1749679499191270877	EVENT	172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	0	10
2018/05/25-16:23:48.790000	KDD7200701094	-1	!@#172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0#@!8934311004677936664	EVENT	172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	13	2	1	11
2018/05/25-16:23:48.805000	KDD440507200001061_1	-1	!@#172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0#@!5317212320119829685	EVENT	172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0	FarmConnection-GNId:1:3-172.168.122.49:24176-->>172.168.122.43:9882	TMAF	TMAF	16000	0	16000	2	0	12	1	0	11
2018/05/25-16:23:49.645000	KDD440507200001059_1	5	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!65052185804584701	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	10	1	0	9
2018/05/25-16:23:49.665000	KDD440507200001059_1	-1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!4009769979740402832	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	12	1	0	11
2018/05/25-16:23:49.690000	440507200001059	1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!8273573890565965421	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:3-172.168.122.49:24176-->>172.168.122.43:9882	TMAF	TMAF	16000	0	16000	2	0	13	1	0	12
2018/05/25-16:23:49.766000	KDD440507200001062	-1	!@#172.168.126.49:9997<<--172.168.128.52:27636&TV!-TMAF-1.0#@!2665142724589114195	EVENT	172.168.126.49:9997<<--172.168.128.52:27636&TV!-TMAF-1.0	FarmConnection-GNId:1:2-172.168.122.49:34523-->>172.168.122.42:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	0	10
2018/05/25-16:23:49.785000	KDD440507200001062_1	5	!@#172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0#@!2409333524861709863	EVENT	172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	0	10
2018/05/25-16:23:49.788000	KDD7200701095	-1	!@#172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0#@!3321523396767720362	EVENT	172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	0	10
2018/05/25-16:23:49.804000	KDD440507200001062_1	-1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!2965163306594191402	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	12	1	0	11
2018/05/25-16:23:49.828000	440507200001062	1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!5462012563941889152	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	0	10
2018/05/25-16:23:50.790000	KDD7200701096	-1	!@#172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0#@!3619442978058260719	EVENT	172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	12	1	0	11
2018/05/25-16:23:51.766000	KDD440507200001064	-1	!@#172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0#@!2061732952270408966	EVENT	172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0	FarmConnection-GNId:1:6-172.168.122.49:33856-->>172.168.122.46:9882	TMAF	TMAF	16000	0	16000	2	0	12	1	0	11
2018/05/25-16:23:51.786000	KDD7200701097	-1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!8322866148766023323	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	9	1	1	8
2018/05/25-16:23:51.791000	KDD440507200001064_1	5	!@#172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0#@!7541172335150777828	EVENT	172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0	FarmConnection-GNId:1:3-172.168.122.49:24176-->>172.168.122.43:9882	TMAF	TMAF	16000	0	16000	2	0	14	1	0	13
2018/05/25-16:23:51.811000	KDD440507200001064_1	-1	!@#172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0#@!3599767073217279036	EVENT	172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	12	1	0	11
2018/05/25-16:23:51.837000	440507200001064	1	!@#172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0#@!6411502609022011925	EVENT	172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	16	1	1	14
2018/05/25-16:23:52.062000	440517100081092	1	!@#172.168.126.49:9997<<--172.168.128.51:31092&TV!-TMAF-1.0#@!3384254762480992685	EVENT	172.168.126.49:9997<<--172.168.128.51:31092&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	13	2	1	11
2018/05/25-16:23:52.768000	KDD440507200001065	-1	!@#172.168.126.49:9997<<--172.168.128.51:31264&TV!-TMAF-1.0#@!5641673641700896295	EVENT	172.168.126.49:9997<<--172.168.128.51:31264&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	15	1	0	14
2018/05/25-16:23:52.787000	KDD7200701098	-1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!2393746107466689927	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	10	1	0	9
2018/05/25-16:23:52.793000	KDD440507200001065_1	5	!@#172.168.126.49:9997<<--172.168.128.51:31264&TV!-TMAF-1.0#@!2184458526403249405	EVENT	172.168.126.49:9997<<--172.168.128.51:31264&TV!-TMAF-1.0	FarmConnection-GNId:1:2-172.168.122.49:34523-->>172.168.122.42:9882	TMAF	TMAF	16000	0	16000	2	0	14	2	1	12
2018/05/25-16:23:52.808000	KDD440507200001065_1	-1	!@#172.168.126.49:9997<<--172.168.128.51:31264&TV!-TMAF-1.0#@!1586313328381663133	EVENT	172.168.126.49:9997<<--172.168.128.51:31264&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	10	2	0	8
2018/05/25-16:23:52.835000	440507200001065	1	!@#172.168.126.49:9997<<--172.168.128.51:31264&TV!-TMAF-1.0#@!8053927047632365350	EVENT	172.168.126.49:9997<<--172.168.128.51:31264&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	14	1	0	13
2018/05/25-16:23:54.788000	KDD7200701100	-1	!@#172.168.126.49:9997<<--172.168.128.52:27636&TV!-TMAF-1.0#@!4431488663143147898	EVENT	172.168.126.49:9997<<--172.168.128.52:27636&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	14	1	0	13
2018/05/25-16:23:55.058000	440517100081095	1	!@#172.168.126.49:9997<<--172.168.128.52:27636&TV!-TMAF-1.0#@!3937019790603548299	EVENT	172.168.126.49:9997<<--172.168.128.52:27636&TV!-TMAF-1.0	FarmConnection-GNId:1:6-172.168.122.49:33856-->>172.168.122.46:9882	TMAF	TMAF	16000	0	16000	2	0	9	1	0	8
2018/05/25-16:23:55.773000	KDD440507200001068	-1	!@#172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0#@!5782991406735494643	EVENT	172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0	FarmConnection-GNId:1:2-172.168.122.49:34523-->>172.168.122.42:9882	TMAF	TMAF	16000	0	16000	2	0	15	2	0	13
2018/05/25-16:23:56.769000	KDD440507200001069	-1	!@#172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0#@!3202810335112082343	EVENT	172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0	FarmConnection-GNId:1:3-172.168.122.49:24176-->>172.168.122.43:9882	TMAF	TMAF	16000	0	16000	2	0	10	2	1	7
2018/05/25-16:23:56.830000	440507200001069	1	!@#172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0#@!4527726745543876852	EVENT	172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	8	1	0	7
2018/05/25-16:23:57.796000	KDD440507200001070_1	5	!@#172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0#@!7551587362029950043	EVENT	172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	14	1	1	12
2018/05/25-16:23:57.862000	440507200001070	1	!@#172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0#@!3845958547164450821	EVENT	172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	10	1	0	9
2018/05/25-16:23:58.827000	440507200001071	1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!8484259489930797096	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	0	10
2018/05/25-16:23:59.132000	440517100081099	1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!3500058698865378554	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	82	1	0	81
2018/05/25-16:23:59.772000	KDD440507200001072	-1	!@#172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0#@!3583837235865882010	EVENT	172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	13	1	1	11
2018/05/25-16:24:00.056000	440517100081100	1	!@#172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0#@!8341377130458368727	EVENT	172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	9	1	0	8
2018/05/25-16:24:00.763000	KDD440507200001072_1	5	!@#172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0#@!7218858047276102369	EVENT	172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	10	1	0	9
2018/05/25-16:24:00.784000	KDD440507200001072_1	-1	!@#172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0#@!3030147175285121454	EVENT	172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0	FarmConnection-GNId:1:6-172.168.122.49:33856-->>172.168.122.46:9882	TMAF	TMAF	16000	0	16000	2	0	14	1	0	13
2018/05/25-16:24:01.059000	440517100081101	1	!@#172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0#@!5847722108119169097	EVENT	172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	13	2	0	11
2018/05/25-16:24:02.058000	440517100081102	1	!@#172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0#@!4693826342934279411	EVENT	172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	0	10
2018/05/25-16:24:02.788000	KDD7200701108	-1	!@#172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0#@!5066957112081676631	EVENT	172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	13	1	1	11
2018/05/25-16:24:03.765000	KDD440507200001076	-1	!@#172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0#@!7922233849871567269	EVENT	172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	8	1	0	7
2018/05/25-16:24:03.784000	KDD440507200001076_1	5	!@#172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0#@!273715243869208167	EVENT	172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0	FarmConnection-GNId:1:2-172.168.122.49:34523-->>172.168.122.42:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	1	9
2018/05/25-16:24:03.786000	KDD7200701109	-1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!6821397654801432710	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	9	1	0	8
2018/05/25-16:24:03.805000	KDD440507200001076_1	-1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!378514788884987570	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	13	1	0	12
2018/05/25-16:24:03.827000	440507200001076	1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!5806052433354820989	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:3-172.168.122.49:24176-->>172.168.122.43:9882	TMAF	TMAF	16000	0	16000	2	0	9	1	1	8
2018/05/25-16:24:04.769000	KDD440507200001077	-1	!@#172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0#@!1900951484574211512	EVENT	172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	14	1	0	13
2018/05/25-16:24:04.791000	KDD440507200001077_1	5	!@#172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0#@!1801533227953865275	EVENT	172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	14	2	1	12
2018/05/25-16:24:04.811000	KDD440507200001077_1	-1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!2966887761964111908	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	10	1	0	9
2018/05/25-16:24:04.836000	440507200001077	1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!5894535707936978477	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:2-172.168.122.49:34523-->>172.168.122.42:9882	TMAF	TMAF	16000	0	16000	2	0	11	2	0	9
2018/05/25-16:24:06.060000	440517100081106	1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!328723931295365245	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	11	3	1	7
2018/05/25-16:24:06.788000	KDD7200701112	-1	!@#172.168.126.49:9997<<--172.168.128.52:27636&TV!-TMAF-1.0#@!1823380059726472621	EVENT	172.168.126.49:9997<<--172.168.128.52:27636&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	0	10
2018/05/25-16:24:06.803000	KDD440507200001079_1	-1	!@#172.168.126.49:9997<<--172.168.128.52:27636&TV!-TMAF-1.0#@!1401611315092956813	EVENT	172.168.126.49:9997<<--172.168.128.52:27636&TV!-TMAF-1.0	FarmConnection-GNId:1:2-172.168.122.49:34523-->>172.168.122.42:9882	TMAF	TMAF	16000	0	16000	2	0	14	1	0	13
2018/05/25-16:24:07.099000	440517100081107	1	!@#172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0#@!426256479172235368	EVENT	172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0	FarmConnection-GNId:1:3-172.168.122.49:24176-->>172.168.122.43:9882	TMAF	TMAF	16000	0	16000	2	0	49	1	0	48
2018/05/25-16:24:08.763000	KDD440507200001081	-1	!@#172.168.126.49:9997<<--172.168.128.51:31092&TV!-TMAF-1.0#@!7624762434027899797	EVENT	172.168.126.49:9997<<--172.168.128.51:31092&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	10	2	0	8
2018/05/25-16:24:08.782000	KDD440507200001081_1	5	!@#172.168.126.49:9997<<--172.168.128.51:31092&TV!-TMAF-1.0#@!2613387507063215273	EVENT	172.168.126.49:9997<<--172.168.128.51:31092&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	11	3	0	8
2018/05/25-16:24:08.801000	KDD440507200001081_1	-1	!@#172.168.126.49:9997<<--172.168.128.51:31092&TV!-TMAF-1.0#@!4749100142727938654	EVENT	172.168.126.49:9997<<--172.168.128.51:31092&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	13	2	0	11
2018/05/25-16:24:08.831000	KDD7200701114	-1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!4469315829040144276	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	54	1	1	53
2018/05/25-16:24:09.768000	KDD440507200001082	-1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!2282074059264910707	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:3-172.168.122.49:24176-->>172.168.122.43:9882	TMAF	TMAF	16000	0	16000	2	0	12	2	0	10
2018/05/25-16:24:09.791000	KDD7200701115	-1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!6003629918527280429	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	15	1	1	14
2018/05/25-16:24:09.810000	KDD440507200001082_1	-1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!6621634722842665463	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	15	1	1	13
2018/05/25-16:24:09.838000	440507200001082	1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!8970988354119313835	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	12	1	0	11
2018/05/25-16:24:10.058000	440517100081110	1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!5644427071761616872	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	10	2	0	8
2018/05/25-16:24:10.763000	KDD440507200001083	-1	!@#172.168.126.49:9997<<--172.168.128.51:31092&TV!-TMAF-1.0#@!7101991012009617318	EVENT	172.168.126.49:9997<<--172.168.128.51:31092&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	9	1	0	8
2018/05/25-16:24:10.783000	KDD440507200001083_1	5	!@#172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0#@!4848421033470859532	EVENT	172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0	FarmConnection-GNId:1:3-172.168.122.49:24176-->>172.168.122.43:9882	TMAF	TMAF	16000	0	16000	2	0	13	1	1	11
2018/05/25-16:24:10.787000	KDD7200701116	-1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!4688089674061913356	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	13	1	0	12
2018/05/25-16:24:10.798000	KDD440507200001083_1	-1	!@#172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0#@!2308407398501403546	EVENT	172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0	FarmConnection-GNId:1:6-172.168.122.49:33856-->>172.168.122.46:9882	TMAF	TMAF	16000	0	16000	2	0	9	1	0	8
2018/05/25-16:24:10.818000	440507200001083	1	!@#172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0#@!5575944443370397565	EVENT	172.168.126.49:9997<<--172.168.128.51:31130&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	10	2	0	8
2018/05/25-16:24:11.063000	440517100081111	1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!1537367670714083296	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	13	2	0	11
2018/05/25-16:24:12.064000	440517100081112	1	!@#172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0#@!1303901875088654418	EVENT	172.168.126.49:9997<<--172.168.128.52:27628&TV!-TMAF-1.0	FarmConnection-GNId:1:2-172.168.122.49:34523-->>172.168.122.42:9882	TMAF	TMAF	16000	0	16000	2	0	14	2	0	12
