2018/05/25-16:22:34.460000	opened log file: "/advdata/log/arm/failedtransactionslog/failedtransactions_blrocsipd101_0_87.log"
TIMESTAMP	SAK	SAK_TYPE	SESSION_ID	EVENT_TYPE	CLIENT_CONNECTION_ID	GNID	REQUEST_PROTOCOL	RESPONSE_PROTOCOL	ORIGINAL_STATUS_CODE	ORIGINAL_SUB_STATUS_CODE	FINAL_STATUS_CODE	GENERIC_STATUS_CODE	GENERIC_SUB_STATUS_CODE	ROUNDTRIP	IPAR_REQUEST_TIME	IPAR_RESPONSE_TIME	SEP_TIME
2018/05/25-16:45:44.059000	440517100082404	1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!7601658008383107766	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	12	1	1	10
2018/05/25-16:45:44.359000	KDD440507200002376_1	5	!@#172.168.126.49:9997<<--172.168.128.51:31778&TV!-TMAF-1.0#@!5940833260382819084	EVENT	172.168.126.49:9997<<--172.168.128.51:31778&TV!-TMAF-1.0	FarmConnection-GNId:1:2-172.168.122.49:34523-->>172.168.122.42:9882	TMAF	TMAF	16000	0	16000	2	0	19	2	0	17
2018/05/25-16:45:44.385000	KDD440507200002376_1	-1	!@#172.168.126.49:9997<<--172.168.128.51:31778&TV!-TMAF-1.0#@!8988776188513363688	EVENT	172.168.126.49:9997<<--172.168.128.51:31778&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	16	1	1	15
2018/05/25-16:45:44.439000	440507200002376	1	!@#172.168.126.49:9997<<--172.168.128.51:31786&TV!-TMAF-1.0#@!414596615048879513	EVENT	172.168.126.49:9997<<--172.168.128.51:31786&TV!-TMAF-1.0	FarmConnection-GNId:1:2-172.168.122.49:34523-->>172.168.122.42:9882	TMAF	TMAF	16000	0	16000	2	0	38	2	0	36
2018/05/25-16:45:44.838000	KDD7200702410	-1	!@#172.168.126.49:9997<<--172.168.128.52:28032&TV!-TMAF-1.0#@!848250689997212978	EVENT	172.168.126.49:9997<<--172.168.128.52:28032&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	65	2	0	63
2018/05/25-16:45:45.058000	440517100082405	1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!5445783876627721757	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	10	1	1	9
2018/05/25-16:45:45.764000	KDD440507200002378	-1	!@#172.168.126.49:9997<<--172.168.128.52:28032&TV!-TMAF-1.0#@!2634223854475189489	EVENT	172.168.126.49:9997<<--172.168.128.52:28032&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	10	2	0	8
2018/05/25-16:45:45.787000	KDD7200702411	-1	!@#172.168.126.49:9997<<--172.168.128.51:31778&TV!-TMAF-1.0#@!592749936304983883	EVENT	172.168.126.49:9997<<--172.168.128.51:31778&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	10	1	0	9
2018/05/25-16:45:46.062000	440517100082406	1	!@#172.168.126.49:9997<<--172.168.128.51:32106&TV!-TMAF-1.0#@!5514359951590365671	EVENT	172.168.126.49:9997<<--172.168.128.51:32106&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	13	2	0	11
2018/05/25-16:45:46.356000	KDD440507200002378_1	5	!@#172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0#@!5984783365721844337	EVENT	172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0	FarmConnection-GNId:1:3-172.168.122.49:24176-->>172.168.122.43:9882	TMAF	TMAF	16000	0	16000	2	0	12	1	0	11
2018/05/25-16:45:46.401000	440507200002378	1	!@#172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0#@!3795383148835738020	EVENT	172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0	FarmConnection-GNId:1:2-172.168.122.49:34523-->>172.168.122.42:9882	TMAF	TMAF	16000	0	16000	2	0	13	2	0	11
2018/05/25-16:45:46.791000	KDD7200702412	-1	!@#172.168.126.49:9997<<--172.168.128.51:31786&TV!-TMAF-1.0#@!9026602563351141651	EVENT	172.168.126.49:9997<<--172.168.128.51:31786&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	14	2	0	12
2018/05/25-16:45:47.764000	KDD440507200002380	-1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!6172107975757027671	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	10	2	0	8
2018/05/25-16:45:47.783000	KDD440507200002380_1	5	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!8107961694477842340	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	10	2	0	8
2018/05/25-16:45:47.793000	KDD7200702413	-1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!788152557383342972	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	14	3	0	11
2018/05/25-16:45:47.801000	KDD440507200002380_1	-1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!9011748174779100572	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:6-172.168.122.49:33856-->>172.168.122.46:9882	TMAF	TMAF	16000	0	16000	2	0	13	2	0	11
2018/05/25-16:45:47.826000	440507200002380	1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!371326552335590379	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	10	1	1	9
2018/05/25-16:45:48.766000	KDD440507200002381	-1	!@#172.168.126.49:9997<<--172.168.128.51:31778&TV!-TMAF-1.0#@!7479415055724727273	EVENT	172.168.126.49:9997<<--172.168.128.51:31778&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	14	1	0	13
2018/05/25-16:45:48.782000	KDD7200702414	-1	!@#172.168.126.49:9997<<--172.168.128.51:31808&TV!-TMAF-1.0#@!3348934523706381263	EVENT	172.168.126.49:9997<<--172.168.128.51:31808&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	9	2	1	7
2018/05/25-16:45:48.792000	KDD440507200002381_1	5	!@#172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0#@!7194195042962689287	EVENT	172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	16	2	1	14
2018/05/25-16:45:48.809000	KDD440507200002381_1	-1	!@#172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0#@!7374616071287552466	EVENT	172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0	FarmConnection-GNId:1:3-172.168.122.49:24176-->>172.168.122.43:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	0	10
2018/05/25-16:45:48.829000	440507200002381	1	!@#172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0#@!7080907923702344980	EVENT	172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0	FarmConnection-GNId:1:2-172.168.122.49:34523-->>172.168.122.42:9882	TMAF	TMAF	16000	0	16000	2	0	11	2	0	9
2018/05/25-16:45:49.060000	440517100082409	1	!@#172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0#@!3600124016235237319	EVENT	172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	0	10
2018/05/25-16:45:50.063000	440517100082410	1	!@#172.168.126.49:9997<<--172.168.128.51:32106&TV!-TMAF-1.0#@!5036441857417325296	EVENT	172.168.126.49:9997<<--172.168.128.51:32106&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	16	1	0	15
2018/05/25-16:45:50.630000	KDD440507200002382_1	-1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!6365244050686592281	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	68	2	0	66
2018/05/25-16:45:50.659000	440507200002382	1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!4246066004294331281	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	13	1	1	11
2018/05/25-16:45:50.857000	KDD7200702416	-1	!@#172.168.126.49:9997<<--172.168.128.51:32106&TV!-TMAF-1.0#@!8216952305228269309	EVENT	172.168.126.49:9997<<--172.168.128.51:32106&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	80	1	1	78
2018/05/25-16:45:51.055000	440517100082411	1	!@#172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0#@!9067089133197540518	EVENT	172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	9	1	0	8
2018/05/25-16:45:51.765000	KDD440507200002384	-1	!@#172.168.126.49:9997<<--172.168.128.51:31808&TV!-TMAF-1.0#@!3796698593986452984	EVENT	172.168.126.49:9997<<--172.168.128.51:31808&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	13	2	0	11
2018/05/25-16:45:51.813000	KDD440507200002384_1	-1	!@#172.168.126.49:9997<<--172.168.128.51:31808&TV!-TMAF-1.0#@!7675373945762880109	EVENT	172.168.126.49:9997<<--172.168.128.51:31808&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	16	2	1	14
2018/05/25-16:45:52.055000	440517100082412	1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!62264312657908891	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	10	2	0	8
2018/05/25-16:45:52.793000	KDD7200702418	-1	!@#172.168.126.49:9997<<--172.168.128.51:31092&TV!-TMAF-1.0#@!3616771945973629250	EVENT	172.168.126.49:9997<<--172.168.128.51:31092&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	10	1	1	8
2018/05/25-16:45:53.062000	440517100082413	1	!@#172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0#@!5899608100272174447	EVENT	172.168.126.49:9997<<--172.168.128.52:27644&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	12	2	0	10
2018/05/25-16:45:53.779000	KDD440507200002386	-1	!@#172.168.126.49:9997<<--172.168.128.51:31808&TV!-TMAF-1.0#@!4304765230062956177	EVENT	172.168.126.49:9997<<--172.168.128.51:31808&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	21	1	0	20
2018/05/25-16:45:53.788000	KDD7200702419	-1	!@#172.168.126.49:9997<<--172.168.128.51:31778&TV!-TMAF-1.0#@!3844960156076616346	EVENT	172.168.126.49:9997<<--172.168.128.51:31778&TV!-TMAF-1.0	FarmConnection-GNId:1:6-172.168.122.49:33856-->>172.168.122.46:9882	TMAF	TMAF	16000	0	16000	2	0	14	2	0	12
2018/05/25-16:45:53.799000	KDD440507200002386_1	5	!@#172.168.126.49:9997<<--172.168.128.51:31808&TV!-TMAF-1.0#@!508834466997185312	EVENT	172.168.126.49:9997<<--172.168.128.51:31808&TV!-TMAF-1.0	FarmConnection-GNId:1:2-172.168.122.49:34523-->>172.168.122.42:9882	TMAF	TMAF	16000	0	16000	2	0	13	1	0	12
2018/05/25-16:45:53.822000	KDD440507200002386_1	-1	!@#172.168.126.49:9997<<--172.168.128.51:31808&TV!-TMAF-1.0#@!691822401089237532	EVENT	172.168.126.49:9997<<--172.168.128.51:31808&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	15	1	0	14
2018/05/25-16:45:53.840000	440507200002386	1	!@#172.168.126.49:9997<<--172.168.128.51:31808&TV!-TMAF-1.0#@!8931226144308513100	EVENT	172.168.126.49:9997<<--172.168.128.51:31808&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	10	1	0	9
2018/05/25-16:45:54.797000	KDD440507200002387	-1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!1650470458995844855	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	42	2	0	40
2018/05/25-16:45:54.825000	KDD440507200002387_1	5	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!6218713304832957473	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	15	3	1	11
2018/05/25-16:45:54.843000	KDD440507200002387_1	-1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!2044441515269161793	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	13	2	0	11
2018/05/25-16:45:54.866000	440507200002387	1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!4162318928283729420	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	0	10
2018/05/25-16:45:57.785000	KDD7200702423	-1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!8775148144679389569	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:6-172.168.122.49:33856-->>172.168.122.46:9882	TMAF	TMAF	16000	0	16000	2	0	9	1	0	8
2018/05/25-16:45:58.065000	440517100082418	1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!567864222129092272	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	16	2	0	14
2018/05/25-16:45:58.792000	KDD7200702424	-1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!8410424050873034207	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	16	2	1	13
2018/05/25-16:45:59.786000	KDD7200702425	-1	!@#172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0#@!7929929698746652744	EVENT	172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	12	1	0	11
2018/05/25-16:46:01.060000	440517100082421	1	!@#172.168.126.49:9997<<--172.168.128.52:28032&TV!-TMAF-1.0#@!8870758797971315052	EVENT	172.168.126.49:9997<<--172.168.128.52:28032&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	12	3	1	8
2018/05/25-16:46:01.784000	KDD440507200002394_1	5	!@#172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0#@!7456998188745246340	EVENT	172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	10	1	0	9
2018/05/25-16:46:02.762000	KDD440507200002395	-1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!3265879096303702972	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	11	2	1	8
2018/05/25-16:46:02.781000	KDD440507200002395_1	5	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!3489261722901152466	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	12	2	1	9
2018/05/25-16:46:02.805000	KDD7200702428	-1	!@#172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0#@!4594412525900088681	EVENT	172.168.126.49:9997<<--172.168.128.52:27652&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	30	1	1	28
2018/05/25-16:46:03.057000	440517100082423	1	!@#172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0#@!8981336697886352567	EVENT	172.168.126.49:9997<<--172.168.128.51:31090&TV!-TMAF-1.0	FarmConnection-GNId:1:6-172.168.122.49:33856-->>172.168.122.46:9882	TMAF	TMAF	16000	0	16000	2	0	10	1	0	9
2018/05/25-16:46:04.762000	KDD440507200002397	-1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!5008147963762784076	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	10	2	0	8
2018/05/25-16:46:04.782000	KDD440507200002397_1	5	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!8588162198753289803	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:3-172.168.122.49:24176-->>172.168.122.43:9882	TMAF	TMAF	16000	0	16000	2	0	13	1	0	12
2018/05/25-16:46:04.802000	KDD440507200002397_1	-1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!7887710573044700179	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:8-172.168.122.49:34089-->>172.168.122.48:9882	TMAF	TMAF	16000	0	16000	2	0	13	1	0	12
2018/05/25-16:46:05.764000	KDD440507200002398	-1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!8521898824789097125	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:6-172.168.122.49:33856-->>172.168.122.46:9882	TMAF	TMAF	16000	0	16000	2	0	14	2	0	12
2018/05/25-16:46:06.328000	KDD440507200002398_1	5	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!1275161773855728498	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:2-172.168.122.49:34523-->>172.168.122.42:9882	TMAF	TMAF	16000	0	16000	2	0	16	1	1	14
2018/05/25-16:46:06.352000	KDD440507200002398_1	-1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!6552963165497269925	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	15	2	0	13
2018/05/25-16:46:06.392000	440507200002398	1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!1572540507868700134	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:3-172.168.122.49:24176-->>172.168.122.43:9882	TMAF	TMAF	16000	0	16000	2	0	27	2	1	25
2018/05/25-16:46:07.768000	KDD440507200002400	-1	!@#172.168.126.49:9997<<--172.168.128.51:31786&TV!-TMAF-1.0#@!5694181342518124875	EVENT	172.168.126.49:9997<<--172.168.128.51:31786&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	14	1	1	13
2018/05/25-16:46:07.784000	KDD440507200002400_1	5	!@#172.168.126.49:9997<<--172.168.128.51:31786&TV!-TMAF-1.0#@!8872545452612283481	EVENT	172.168.126.49:9997<<--172.168.128.51:31786&TV!-TMAF-1.0	FarmConnection-GNId:1:7-172.168.122.49:23219-->>172.168.122.47:9882	TMAF	TMAF	16000	0	16000	2	0	10	1	1	8
2018/05/25-16:46:07.789000	KDD7200702433	-1	!@#172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0#@!2308376487727494210	EVENT	172.168.126.49:9997<<--172.168.128.52:27946&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	12	1	1	10
2018/05/25-16:46:07.882000	KDD440507200002400_1	-1	!@#172.168.126.49:9997<<--172.168.128.51:31786&TV!-TMAF-1.0#@!2554149466231961143	EVENT	172.168.126.49:9997<<--172.168.128.51:31786&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	90	1	0	89
2018/05/25-16:46:07.903000	440507200002400	1	!@#172.168.126.49:9997<<--172.168.128.51:31786&TV!-TMAF-1.0#@!7887764256512391431	EVENT	172.168.126.49:9997<<--172.168.128.51:31786&TV!-TMAF-1.0	FarmConnection-GNId:1:1-172.168.122.49:55254-->>172.168.122.41:9882	TMAF	TMAF	16000	0	16000	2	0	9	2	1	7
2018/05/25-16:46:08.071000	440517100082428	1	!@#172.168.126.49:9997<<--172.168.128.52:28032&TV!-TMAF-1.0#@!9141628506948302441	EVENT	172.168.126.49:9997<<--172.168.128.52:28032&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	16	2	0	14
2018/05/25-16:46:09.056000	440517100082429	1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!4388385506453754141	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	10	1	1	9
2018/05/25-16:46:09.790000	KDD7200702435	-1	!@#172.168.126.49:9997<<--172.168.128.51:31786&TV!-TMAF-1.0#@!1420302040380861068	EVENT	172.168.126.49:9997<<--172.168.128.51:31786&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	13	2	0	11
2018/05/25-16:46:12.763000	KDD440507200002405	-1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!3259403474931084394	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:6-172.168.122.49:33856-->>172.168.122.46:9882	TMAF	TMAF	16000	0	16000	2	0	11	1	0	10
2018/05/25-16:46:12.792000	KDD7200702438	-1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!3864227317339095335	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:5-172.168.122.49:22967-->>172.168.122.45:9882	TMAF	TMAF	16000	0	16000	2	0	13	3	1	10
2018/05/25-16:46:12.808000	KDD440507200002405_1	-1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!4510536615098118347	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:2-172.168.122.49:34523-->>172.168.122.42:9882	TMAF	TMAF	16000	0	16000	2	0	14	1	1	13
2018/05/25-16:46:12.833000	440507200002405	1	!@#172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0#@!6104833949980941611	EVENT	172.168.126.49:9997<<--172.168.128.51:32098&TV!-TMAF-1.0	FarmConnection-GNId:1:3-172.168.122.49:24176-->>172.168.122.43:9882	TMAF	TMAF	16000	0	16000	2	0	12	1	0	11
2018/05/25-16:46:13.766000	KDD440507200002406	-1	!@#172.168.126.49:9997<<--172.168.128.51:32106&TV!-TMAF-1.0#@!933763843846353008	EVENT	172.168.126.49:9997<<--172.168.128.51:32106&TV!-TMAF-1.0	FarmConnection-GNId:1:4-172.168.122.49:33424-->>172.168.122.44:9882	TMAF	TMAF	16000	0	16000	2	0	13	1	1	11
2018/05/25-16:46:13.823000	KDD7200702439	-1	!@#172.168.126.49:9997<<--172.168.128.51:31778&TV!-TMAF-1.0#@!4805912924868137753	EVENT	172.168.126.49:9997<<--172.168.128.51:31778&TV!-TMAF-1.0	FarmConnection-GNId:1:6-172.168.122.49:33856-->>172.168.122.46:9882	TMAF	TMAF	16000	0	16000	2	0	49	2	1	46
